data
ID,APEX1,CHRNA3,CXCR2,CYP2E1,HYKK,ATM,CLPTM1L,CYP1A1,AXIN2,PON1,REV3L,CHRNA5,ERCC2,SOD2,FGFR4,OGG1,TP53,TERT,ERCC1,MIR146A,MIR196A2,Label
008d0418-e5a5-43d0-bc99-77ae9a0d85cf,48.1891984961,0.0559048406912,1.28035489642,0.161242074772,0.337722998639,1.77572788126,12.8761432958,0.0410562392849,2.23682918166,0.431583419319,2.65850576827,0.108127228773,1.54997381706,47.1488828335,8.81324732885,1.96478057977,6.09115623232,0.00339467027594,8.30420607452,0.578849556483,0,Solid Tissue Normal
05414076-3295-49a9-a520-915540c653a5,45.2354115989,0.0857611979377,4.26135331714,0.0392077050849,0.451664930655,1.69449466303,27.2111937447,0.677197536778,5.7263505988,0.0887988066435,2.73741885803,0.164852545814,3.34816932994,19.4784684287,19.3399718589,1.74937614682,12.4189733468,0,5.39510081009,0.0273227097365,0,Solid Tissue Normal
081db6db-7768-4fc6-bbe8-0e9a783345ce,50.4796481298,0.0867702094959,3.74470649181,0.142495216274,0.495696017561,2.71854737718,23.5067185871,0.0316754805982,3.84753443895,0.192099710195,3.49402857674,0.186197270301,3.60322587947,18.9528073348,21.8692070293,2.50676989602,8.37048717703,0.00471426671814,7.21986227874,0.482318041598,0,Solid Tissue Normal
09c8ce1e-d110-4937-b626-3535fb076657,45.2917532933,0.158981174916,2.86564128175,0.0831131013812,0.506377260822,1.87701972856,24.5591719372,0.11843664702,5.77143623661,0.183283480092,2.78088392599,0.154883981655,2.9449220044,16.3887642045,21.122814574,2.13810703604,8.37582548278,0,7.41685112087,0.262160154477,0,Solid Tissue Normal
0a856ff8-52e0-44d3-82d6-a588d1d29aa2,42.4075645751,0.0798392573745,10.0914382261,0.11397414362,0.376438325414,2.2401537555,20.8051210492,0.0456038775533,4.17080632801,0.229158104443,3.41305501874,0.191480182219,2.61602628625,40.1350891764,14.4493854946,1.54007362806,7.85179696884,0.0048480230068,6.46953020255,0.252864115247,0,Solid Tissue Normal
0c681f1b-1c08-4aa7-a751-b0b222cf725f,44.2834143125,0.0479767231754,3.47485181683,0.0871253835443,0.324912159978,2.22857806581,21.5736193644,5.4203609894,5.53125695857,0.116600679422,3.32206362296,0.217342339493,3.04024486372,18.7273073817,19.4413193806,2.2949039887,8.06688565418,0.0220112734384,8.87395383775,0.287017057038,0,Solid Tissue Normal
0d2bac05-71d5-4c0a-9636-8fa6c39f76f2,37.8108823173,0.144751051478,5.20642587038,0.167278914945,0.416289966886,2.74208699943,19.6240045166,0.100398655065,5.14730418131,0.338266419636,4.308361494,0.105765443048,2.64964243834,28.5862232232,22.5913606516,1.68492235043,11.9064829472,0.008301304163,6.64531903799,0.116571812305,0,Solid Tissue Normal
145d672f-fd8d-412d-9791-aac9efdad8c5,57.6093704694,0.12724300225,6.7931065265,0.110914740055,0.594945202741,2.96459489503,19.5403451635,25.1844906516,3.87966007794,0.291167214612,3.07816644611,0.147268936526,2.88022130718,28.4361870558,9.4619466919,2.03006863201,9.69238008842,0.00525401131475,7.11569522067,0.284579721069,0,Solid Tissue Normal
15967af5-cca9-4cae-a975-9f07206f5864,43.5923364962,0.0667347478426,1.21681398925,0.054084713576,0.476148285299,2.44432151453,20.5713026857,1.91038702336,11.1849485189,0.173531338245,5.72116370707,0.0558537002055,2.509866119,18.6955941297,18.2704636049,1.57236147006,9.63609313546,0,5.95170458367,0.0753801288302,0,Solid Tissue Normal
15b5104d-8624-4839-9d02-05346b2e0077,40.6267348768,0.401436242425,0.860116702737,0.0750262768415,0.411063672831,2.34981361113,22.6004650433,0.0945625951299,4.11604835876,0.61171848262,3.66868621082,0.119540901379,2.45645277804,58.3393516399,7.04039963286,1.11171235975,11.5169680986,0.00781875876833,6.14252682216,1.36460276892,0,Solid Tissue Normal
19c1e8dc-5ad4-4352-8909-a6a657748ae0,40.9223148853,0.0554155166856,1.87968540735,0.0980203041735,0.502344870022,0.936418970175,21.4987973506,3.23960101547,8.74119864183,0.106559700164,2.8204315778,0.0728829525274,3.05286106573,19.7859894105,18.9430885496,1.7148387887,13.7624451779,0,6.96127613702,0.229513200354,0,Solid Tissue Normal
1aafde58-9b8e-4fa6-9acb-8b6090cf06db,42.7208284466,0.163475187213,3.25994552848,0.0950452597391,0.516295443696,2.9820412978,18.5428368539,0.177473157487,5.17154607498,0.466399708543,4.04232908079,0.0373919892027,2.62015958387,22.0064845669,9.68552988576,1.64820938322,10.8934521044,0,7.37365534138,0.397405668818,0,Solid Tissue Normal
1ce56fba-de33-4059-b235-3e11ac0d589c,49.243712098,0.117031274956,3.53069071144,0.0453616972516,0.356868667111,1.97241113264,21.9292173398,0.0705846497264,4.11520258507,0.11985931516,4.27448566921,0.250957361106,2.95836682038,23.3946370932,22.142078664,1.71855800126,15.4062026879,0.00262628110713,7.27679192744,0.131713533143,0,Solid Tissue Normal
1f8b801c-9ec7-4bbe-b96c-c5f4290a953b,31.1657342162,0.0408309465501,10.0561528542,0.0921241482492,0.238639604377,1.49271421557,17.0680074904,0.0440535734167,5.20380578032,0.0763337493374,3.75113075279,0.0596680038983,1.73276900914,71.2001199414,18.0990749876,1.1733422928,6.71709067187,0,10.7894742955,0.103344152949,0,Solid Tissue Normal
1fc91eb8-ab68-4aba-85ed-f07c032d1a00,36.3437815954,0.144381611347,2.42068334169,0.218287550414,0.450476006779,2.49378634436,22.6577886648,0.0737891465026,5.37667151472,0.268501820166,3.70399457176,0.129926041445,2.6834244367,23.2419070878,16.6987591194,2.37995979565,10.6898651492,0,6.80549479176,0.23604555619,0,Solid Tissue Normal
2272349d-71c1-4bd0-b4a6-7fe83e731a3b,45.93763789,0.101495771002,1.58236829875,0.175937607409,0.411608046759,2.78160257662,25.4515754391,0.0603402805767,3.35797240722,0.670891449386,3.78116237079,0.152557816749,3.04744143389,30.4198127003,8.46988109052,2.0569450965,14.7886193882,0.0149674222834,7.5830072115,0.930803241665,0,Solid Tissue Normal
2586e3a7-d29d-4277-b380-b1147c7ddc28,53.4410352439,0.0507785990769,4.48490158741,0.162072335134,0.39099511403,3.10682391325,25.2485017114,27.1035925989,4.08976951903,0.379723830197,2.60514079696,0.163250852309,2.90518754776,11.5099703272,6.1240198583,1.87172150283,11.4955601119,0,6.95254175584,0.665977179114,0,Solid Tissue Normal
30748595-bff7-4d77-99fb-afa85bde970a,49.2248861783,0.117886021291,1.99933743475,0.111463226469,0.496612493038,1.95756742978,28.7417068905,12.1235484975,9.08264874234,0.18933398691,2.9345015584,0.00704748565289,2.93333070165,30.8360049014,15.3811585989,1.92382235915,10.5544351948,0.0165942637698,6.85490704072,0.355087916842,0,Solid Tissue Normal
324ac9df-bce9-4e07-8565-7a6c8d37e7b8,58.5960327902,0,3.79573672975,0.0529659642292,0.35121251059,1.38069360116,16.3825884126,5.90436814136,4.22541908664,0.215926077055,1.45459159363,0.0187537231336,2.24902352837,47.9997281171,8.68831565104,1.38099062832,12.4807028034,0.00735969875576,6.97603354157,0.191934290715,0,Solid Tissue Normal
326aaeb3-ab0f-4feb-9770-4234599f734a,57.6216054012,0.0745929308998,1.04507443501,0.0438706410392,0.33475816052,1.19250881686,19.622934924,0.0194014910337,4.95218789268,0.0392208814152,1.16034969775,0.0797105145009,2.66576486803,27.1982436101,29.9983652662,2.70911063824,10.3454162498,0,8.67313802861,0.231704899438,0,Solid Tissue Normal
33866786-1076-4af5-811b-37813ed48f65,39.2187606965,0.0440740842741,1.30865427614,0.0582096141264,0.522548583185,2.18385175206,25.168251409,0.58285998358,3.97843248087,0.444942821115,3.46049608864,0.0618310458195,2.35518467751,30.0356770611,8.17031361349,1.32425472387,9.74653881591,0,7.56790072765,0.249472214232,0,Solid Tissue Normal
3571cbe6-e37e-44ce-9b70-a0f3335da569,32.0058854354,0.0467886122793,4.51105179195,0.0811056107773,0.512736824046,2.05295335657,19.9248702427,0.00811309088468,3.54088446487,0.137767846273,3.9677519885,0.14614984173,2.42822923413,31.2167934284,8.32764509289,1.34986392086,8.58144873804,0,6.88714988993,0.157448967169,0,Solid Tissue Normal
366622aa-9858-4775-a242-fd1109945d87,44.7959216608,0.0916297054613,7.33580526501,0.0259322937338,0.240445118113,1.38626742634,23.1439818883,8.23931396277,6.33762110338,0.302838164078,2.63927132606,0.103296134976,2.65450647886,51.6952215708,9.43871285453,1.14812368689,10.0073576375,0,7.58417043817,0.115205567314,0,Solid Tissue Normal
383ee06e-7f76-4e17-920d-5a01662bf1cc,37.7012289198,0.336130371117,4.42808630297,0.089640678073,0.561297080208,2.98392011792,21.9535308832,0.00896686383594,6.05296767373,0.266464987031,4.39892869835,0.161529773186,2.63839541787,17.7165581174,16.3669125888,2.16380651083,11.5973944928,0,5.80836404343,0.254333927967,0,Solid Tissue Normal
3a254ee8-efda-4f5e-9bd8-ad207e1f74b7,61.1255345584,0.137211093451,1.38367460207,0.0642833107483,0.479925948434,1.57013612936,17.1639195958,14.3370775218,4.66278367179,0.0998336937385,2.13042290221,0.151197206057,2.31498083783,14.9108470868,14.2967265964,2.40585140826,7.97330317431,0.00382811173997,7.67858250848,0.222705932186,0,Solid Tissue Normal
3a7018c8-fab4-4259-b793-54bcb4ebc4c2,34.059508038,0.0424192769148,9.61530524187,0.084036110383,0.341779182743,1.92237474201,22.6896762702,0.0941498012222,8.70820636058,0.0499609809849,3.46179536719,0.0864747928438,2.63079587367,44.0662145577,19.5263292863,1.68497741985,10.5172216975,0,7.12848683415,0.237177404236,0,Solid Tissue Normal
3c38f3d4-c164-47cb-95be-a8164bf5fde1,29.9558654114,0.0171400263913,15.6974472899,0.131578785906,0.271906831845,2.14180535569,21.1965396032,0.0832176972756,2.36765063181,0.100936719683,3.92256746231,0.135256239174,1.69675631801,164.318839665,28.8575761429,1.13160876175,9.66952672808,0.00442332245206,10.2602930669,1.01158558627,0,Solid Tissue Normal
3d97a949-5d6b-49de-a1b8-492a56985b12,41.4322716604,0.0635192222424,2.04459361324,0.105319975944,0.475006539345,1.71769049288,25.2493509852,0.241353748763,6.12147096855,0.16728210795,2.74840800942,0.0399543980347,3.12360217655,37.693013161,18.378099434,1.68317764193,11.6917839968,0.00855255144634,7.5733354329,0.989395031639,0,Solid Tissue Normal
3f6979cc-8b89-40e5-af50-c359f34b7b19,53.058386371,0.0549276043965,0.612044512416,0.0967254630309,0.591100287252,2.47066335212,21.6877615255,0.0253983537069,5.65373379914,0.0616125317677,4.24806629495,0.144482492382,3.77829059927,19.5717359117,6.29920196399,2.13787654029,15.5158387927,0,8.55326911599,0.176938552769,0,Solid Tissue Normal
